id	event	title	url	begin	end	duration	day	location	track	format	level	lang	speakers	last_modified
rp13-session-3983	rp13	Netzgemüse: The Kids Are Alright	null	2013-05-07T15:00:00+02:00	2013-05-07T15:30:00+02:00	30	2013-05-07	Stage 2	media	talk	intermediate	de	Tanja Haeusler, Johnny Haeusler	2014-02-24T19:04:35+01:00
rp13-session-4058	rp13	Gesundheit im Internet in Zentraleuropa: Status Quo und Innovationspfade	null	2013-05-08T11:15:00+02:00	2013-05-08T11:45:00+02:00	30	2013-05-08	Workshop C	science-technology	talk	intermediate	de	Alexander Schachinger	2014-02-24T19:04:35+01:00
rp13-session-4176	rp13	Responding effectively to digital emergencies & human rights violations online	null	2013-05-08T10:00:00+02:00	2013-05-08T11:00:00+02:00	60	2013-05-08	Stage 3	politics-society	discussion	intermediate	en	Ben Wagner, Fieke Jansen, Jillian York, Stephanie Hankey, Claudio Guarnieri	2014-02-24T19:04:35+01:00
rp13-session-4257	rp13	Wissen.Macht.Moral – über das Digitale (im) Marionettentheater	null	2013-05-07T10:00:00+02:00	2013-05-07T11:00:00+02:00	60	2013-05-07	Stage 5	politics-society	talk	intermediate	de	Manouchehr Shamsrizi	2014-02-24T19:04:35+01:00
rp13-session-4273	rp13	Zivilkapitalismus. Wir sind die Wirtschaft.	null	2013-05-06T17:15:00+02:00	2013-05-06T17:30:00+02:00	15	2013-05-06	Stage 2	business-innovation	talk	beginner	de	Wolf Lotter	2014-02-24T18:44:48+01:00
rp13-session-4380	rp13	Die EU-Datenschutzreform als Balanceakt	null	2013-05-08T13:45:00+02:00	2013-05-08T14:45:00+02:00	60	2013-05-08	Stage 1	politics-society	discussion	beginner	de	Jan Philipp Albrecht, Paul Nemitz, Ninja Marnau, Max Schrems, Linnea Riensberg, Susanne Dehmel	2014-02-24T19:04:35+01:00
rp13-session-4381	rp13	Digital by default - „Digital Natives der Herzen" im Journalismus	null	2013-05-08T16:15:00+02:00	2013-05-08T17:15:00+02:00	60	2013-05-08	Stage 2	media	discussion	intermediate	de	Jochen Wegner, Stefan Plöchinger, Katharina Borchert, Friedemann Karig	2014-02-24T19:04:35+01:00
rp13-session-4655	rp13	decoding a book – Was ist Buch?	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Stage 7	culture	workshop	intermediate	de	Wibke Ladwig	2014-02-24T19:04:35+01:00
rp13-session-4656	rp13	Ein Blick in die Zukunft der Personalisierten Medizin	null	2013-05-08T11:45:00+02:00	2013-05-08T12:15:00+02:00	30	2013-05-08	Workshop C	science-technology	talk	beginner	de	Nicole Ambacher, Daniel Knapp	2014-02-24T19:04:35+01:00
rp13-session-4690	rp13	Space Night Mission Control ... GEMA, we have a problem. Fluch und Segen freier Inhalte in kommerziellen Märkten.	null	2013-05-08T10:30:00+02:00	2013-05-08T11:00:00+02:00	30	2013-05-08	Workshop B	culture	discussion	beginner	de	John H. Weitzmann, Luci van Org, Volker Tripp, Marco Trovatello, Ellen Vorac	2014-02-24T19:04:35+01:00
rp13-session-4694	rp13	Werde Shareholder der Revolution	null	2013-05-07T11:15:00+02:00	2013-05-07T11:45:00+02:00	30	2013-05-07	Stage 5	culture	talk	intermediate	de	Friedrich von Borries	2014-02-24T19:04:35+01:00
rp13-session-4711	rp13	Personal Data: Nothing to hide?	null	2013-05-06T15:15:00+02:00	2013-05-06T15:45:00+02:00	30	2013-05-06	Stage 3	politics-society	talk	intermediate	en	Katarzyna  Szymielewicz, Jérémie Zimmermann	2014-02-24T19:04:35+01:00
rp13-session-4735	rp13	Das vernetzte Auto – wie verändert sich unsere Mobilität? Ein Gespräch mit Dieter Zetsche.	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Stage 1	business-innovation	discussion	beginner	de	Dieter Zetsche, Martin Randelhoff	2014-02-24T18:44:48+01:00
rp13-session-4747	rp13	get re:ady to start: start-up pitches (2)	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Stage 6	business-innovation	talk	beginner	de	Frederik  Fischer, Marcus von Jordan, Björn Schneider, Michael Bräu, Florian Hofmann, Sebastian Ballweg	2014-02-24T18:44:48+01:00
rp13-session-4779	rp13	Raus aus der Rolle – Behinderung im Fernsehen	null	2013-05-08T12:30:00+02:00	2013-05-08T13:30:00+02:00	60	2013-05-08	Workshop B	media	discussion	intermediate	de	Raul Krauthausen, Lilian Masuhr, Ninia Binias, Martin Fromme, Erwin Aljukic	2014-02-24T19:04:35+01:00
rp13-session-4780	rp13	3D Printing: (How) can we make it a third industrial revolution?	null	2013-05-08T10:00:00+02:00	2013-05-08T11:00:00+02:00	60	2013-05-08	Stage 2	science-technology	discussion	beginner	en	Peter Troxler, Philip Steffan, Marlene Vogel	2014-02-24T19:04:35+01:00
rp13-session-4785	rp13	... and the rest will follow! (Digitale) Musikwirtschaft und Regionalentwicklung. Ein Zusammenhang in Gegenwart und Zukunft.	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Stage 4	culture	discussion	beginner	de	Hubert Wandjo, Andreas Rubin-Schwarz, Sebastian Andrej Schweizer, Janina Klabes, Tim Otto	2014-02-24T19:04:35+01:00
rp13-session-4802	rp13	It's meta, baby: Bücher, Metadaten und Discoverability	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Stage 7	culture	discussion	intermediate	de	Sandra Schüssel, Daniela Geyer, Linda Steglich, Tobias Proksch, Ralf  Biesemeier, Henrik Berggren	2014-02-24T19:04:35+01:00
rp13-session-4945	rp13	New Open Cities Challenge: Managing large tourism flows	null	2013-05-08T11:45:00+02:00	2013-05-08T12:15:00+02:00	30	2013-05-08	Stage 4	business-innovation	talk	intermediate	en	Carles Ferreiro	2014-02-24T18:44:48+01:00
rp13-session-4946	rp13	Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	null	2013-05-06T14:45:00+02:00	2013-05-06T15:15:00+02:00	30	2013-05-06	Stage 1	politics-society	talk	intermediate	en	Deanna Zandt	2014-02-24T19:04:35+01:00
rp13-session-5035	rp13	Aufruf zum metakulturellen Diskurs	null	2013-05-06T12:15:00+02:00	2013-05-06T13:15:00+02:00	60	2013-05-06	Stage 1	politics-society	talk	beginner	de	Gunter Dueck	2014-02-24T19:04:35+01:00
rp13-session-5037	rp13	Building a web we can trust	null	2013-05-06T16:00:00+02:00	2013-05-06T16:30:00+02:00	30	2013-05-06	Stage 1	science-technology	talk	intermediate	en	Mitchell Baker	2014-02-24T19:04:35+01:00
rp13-session-5039	rp13	Immer dieses Internet!	null	2013-05-06T17:30:00+02:00	2013-05-06T18:00:00+02:00	30	2013-05-06	Stage 2	culture	discussion	intermediate	de	Mercedes Bunz, Diedrich Diederichsen	2014-02-24T19:04:35+01:00
rp13-session-5040	rp13	Robot Ethics	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Stage 1	politics-society	talk	beginner	en	Kate Darling	2014-02-24T19:04:35+01:00
rp13-session-5044	rp13	Innovating Africa	null	2013-05-06T11:00:00+02:00	2013-05-06T12:00:00+02:00	60	2013-05-06	Stage 1	politics-society	talk	beginner	en	Erik Hersman	2014-02-24T19:04:35+01:00
rp13-session-5046	rp13	Iron Sky	null	2013-05-06T17:15:00+02:00	2013-05-06T17:45:00+02:00	30	2013-05-06	Stage 1	culture	talk	beginner	en	Tero Kaukomaa, Timo Vuorensola	2014-02-24T19:04:35+01:00
rp13-session-5047	rp13	Speculative Design	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Stage 1	culture	talk	beginner	en	Lisa Ma	2014-02-24T19:04:35+01:00
rp13-session-5048	rp13	brand eins	null	2013-05-06T13:15:00+02:00	2013-05-06T13:30:00+02:00	15	2013-05-06	Stage 1	research-education	discussion	beginner	de	Christoph Meinel	2014-02-24T19:04:35+01:00
rp13-session-5049	rp13	Cat Memes	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Stage 1	culture	action	beginner	en	Kate Miltner	2014-02-24T19:04:35+01:00
rp13-session-5051	rp13	Crowdsourced Astronomy	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Stage 1	science-technology	talk	beginner	en	Carolina Ödman-Govender	2014-02-24T19:04:35+01:00
rp13-session-5052	rp13	Digital Labor: New Opportunities, Old Inequalities	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Stage 2	politics-society	talk	beginner	en	R. Trebor Scholz	2014-02-24T19:04:35+01:00
rp13-session-5053	rp13	Net Neutrality	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Stage 2	science-technology	talk	beginner	en	Ben Scott, Hannah Seiffert, Markus Beckedahl	2014-02-24T19:04:35+01:00
rp13-session-5115	rp13	Eröffnung	null	2013-05-06T10:15:00+02:00	2013-05-06T11:15:00+02:00	60	2013-05-06	Stage 1	republica	talk	beginner	de	Andreas Gebhard, Markus Beckedahl, Tanja Haeusler, Johnny Haeusler	2014-02-24T19:04:35+01:00
rp13-session-5117	rp13	Comic Misunderstanding – A conversation with Graham Linehan (IT Crowd)	null	2013-05-06T18:30:00+02:00	2013-05-06T19:30:00+02:00	60	2013-05-06	Stage 1	culture	discussion	beginner	en	Graham Linehan, Johnny Haeusler	2014-02-24T19:04:35+01:00
rp13-session-5118	rp13	Zeit - Geld - Familie	null	2013-05-07T10:30:00+02:00	2013-05-07T11:00:00+02:00	30	2013-05-07	Stage 1	politics-society	talk	beginner	de	Jutta Allmendinger	2014-02-24T19:04:35+01:00
rp13-session-5119	rp13	It's not a fax machine connect to a waffle iron	null	2013-05-08T15:00:00+02:00	2013-05-08T16:00:00+02:00	60	2013-05-08	Stage 1	politics-society	talk	beginner	en	Cory Doctorow	2014-02-24T19:04:35+01:00
rp13-session-5133	rp13	Best Practice-Projekte: Digitale Inklusion	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Workshop B	politics-society	discussion	beginner	de	Wolfgang Spreicer, Arabella Niederberger, Andi Weiland, Holger Niederberger	2014-02-24T19:04:35+01:00
rp13-session-5134	rp13	1 Million Petitionen – Protestieren wir richtig im Netz?	null	2013-05-08T10:00:00+02:00	2013-05-08T11:00:00+02:00	60	2013-05-08	Stage 4	politics-society	discussion	beginner	de	Marco Vollmar, Judith Orland, Kathrin Voss, Felix Kolb, Markus Winkler, Annett Meiritz	2014-02-24T19:04:35+01:00
rp13-session-5166	rp13	How Cities can foster innovation with apps and Open Data	null	2013-05-08T13:45:00+02:00	2013-05-08T14:15:00+02:00	30	2013-05-08	Workshop A	business-innovation	workshop	intermediate	en	Katalin Gallyas	2014-02-24T18:44:48+01:00
rp13-session-5189	rp13	The Advent of the dot LAN Era	null	2013-05-06T17:15:00+02:00	2013-05-06T17:45:00+02:00	30	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Al Banda	2014-02-24T18:44:48+01:00
rp13-session-5307	rp13	Vom Erklärbär zur Ameisenkönigin – Crowdsourcing, Deliberation und Co im Wissenschaftsjournalismus	null	2013-05-07T10:00:00+02:00	2013-05-07T11:00:00+02:00	60	2013-05-07	Stage 7	media	discussion	intermediate	de	Ralf Grötker, Marco Maas, Nicola Kuhrt, Grit Kienzlen, Patrick Klügel	2014-02-24T19:04:35+01:00
rp13-session-5308	rp13	Goldene Zeiten für Entrepreneurial Science Journalism?	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Stage 7	media	discussion	intermediate	de	Ulrike Langer, Dino Trescher, Patrick Klügel, Sebastian Turner	2014-02-24T19:04:35+01:00
rp13-session-5316	rp13	Hacker culture on the road: how to go from the computers and hackerspaces to the streets.	null	2013-05-06T16:30:00+02:00	2013-05-06T17:00:00+02:00	30	2013-05-06	Stage 6	business-innovation	talk	beginner	en	Daniela B. Silva	2014-02-24T18:44:48+01:00
rp13-session-5337	rp13	How radical are Open Access and the Digital Humanities?	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Stage 5	research-education	discussion	intermediate	en	Mercedes Bunz, Nishant Shah, David Berry, Cornelius Puschmann	2014-02-24T19:04:35+01:00
rp13-session-5368	rp13	Impact Investing – a New Era of Good-Cause Investors?	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Stage 6	business-innovation	discussion	intermediate	en	Mariana Bozesan, Maximilian Martin, Ben White, Andrea Kolb, Ulf Brandes	2014-02-24T18:44:48+01:00
rp13-session-5369	rp13	brand eins	null	2013-05-06T12:00:00+02:00	2013-05-06T12:15:00+02:00	15	2013-05-06	Stage 1	research-education	discussion	beginner	de	Anja Ebersbach	2014-02-24T19:04:35+01:00
rp13-session-5370	rp13	brand eins	null	2013-05-06T14:30:00+02:00	2013-05-06T14:45:00+02:00	15	2013-05-06	Stage 1	research-education	discussion	beginner	de	Wolf Lotter	2014-02-24T19:04:35+01:00
rp13-session-5371	rp13	brand eins	null	2013-05-06T15:45:00+02:00	2013-05-06T16:00:00+02:00	15	2013-05-06	Stage 1	research-education	discussion	beginner	de	Juergen  Erbeldinger	2014-02-24T19:04:35+01:00
rp13-session-5372	rp13	brand eins	null	2013-05-06T17:00:00+02:00	2013-05-06T17:15:00+02:00	15	2013-05-06	Stage 1	research-education	discussion	beginner	de	Gunter Dueck	2014-02-24T19:04:35+01:00
rp13-session-5398	rp13	[cancelled] European Libre Education workshop	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Workshop D	research-education	workshop	intermediate	en	Michał Woźniak	2014-02-24T19:04:35+01:00
rp13-session-5415	rp13	BongoHive: The Story	null	2013-05-06T12:45:00+02:00	2013-05-06T13:00:00+02:00	15	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Lukonga Lindunda	2014-02-24T18:44:48+01:00
rp13-session-5514	rp13	Community Organizing - lessons from Obama for America 2012	null	2013-05-06T11:15:00+02:00	2013-05-06T11:45:00+02:00	30	2013-05-06	Stage 4	recampaign	talk	beginner	en	Betsy Hoover	2014-02-24T19:04:35+01:00
rp13-session-5515	rp13	Mehr als Clicktivism: Mit strategischen Online-Kampagnen Politik verändern	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Workshop A	recampaign	workshop	intermediate	de	Felix Kolb	2014-02-24T19:04:35+01:00
rp13-session-5516	rp13	Im Gespräch mit "Everyday Rebellion" – Über die Macht des gewaltlosen Widerstands	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Workshop B	recampaign	discussion	beginner	de	Arash T. Riahi, Arman Riahi	2014-02-24T19:04:35+01:00
rp13-session-5517	rp13	10 Fehler die wir alle machen! – Nonprofits und Social Media Stand 2013	null	2013-05-06T17:15:00+02:00	2013-05-06T18:15:00+02:00	60	2013-05-06	Workshop A	recampaign	workshop	beginner	de	Jona Hölderle	2014-02-24T19:04:35+01:00
rp13-session-5518	rp13	Mach' es zu ihrem Projekt - New Volunteer Management im Campaigning	null	2013-05-06T17:15:00+02:00	2013-05-06T18:15:00+02:00	60	2013-05-06	Workshop B	recampaign	workshop	intermediate	de	Hannes Jähnert	2014-02-24T19:04:35+01:00
rp13-session-5519	rp13	Online nutzen – offline Nutzen. Was wir von US-Kampagnen lernen können	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Workshop D	recampaign	talk	beginner	de	Yussi Pick	2014-02-24T19:04:35+01:00
rp13-session-5520	rp13	E-Partizipation für NGOs – Chancen und Risiken online	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Workshop A	recampaign	talk	intermediate	de	Kathrin Voss	2014-02-24T19:04:35+01:00
rp13-session-5576	rp13	Systemisch und Souverän durch den digitalen Wandel navigieren	null	2013-05-06T17:15:00+02:00	2013-05-06T18:15:00+02:00	60	2013-05-06	Workshop C	recampaign	workshop	beginner	de	Sybille Klotz, Steffen  Liebener, Michael   Rouba	2014-02-24T19:04:35+01:00
rp13-session-5577	rp13	Von Social Media Management zu Social CRM	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Workshop C	recampaign	talk	intermediate	de	Fabian Schuttenberg	2014-02-24T19:04:35+01:00
rp13-session-5578	rp13	Open Transfer-Strategien – Chancen und Herausforderungen für Kampagnen-Organisationen	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Workshop D	recampaign	talk	beginner	de	Katarina Peranić, Henrik Flor	2014-02-24T19:04:35+01:00
rp13-session-5594	rp13	Opening Public Transport in Berlin	null	2013-05-06T13:30:00+02:00	2013-05-06T14:00:00+02:00	30	2013-05-06	Stage 3	science-technology	discussion	beginner	en	Wolfgang Both, Julia Kloiber, Alexander Pilz, Yan Minagawa	2014-02-24T19:04:35+01:00
rp13-session-5595	rp13	21st Century Skills - Keynote + Panel	null	2013-05-08T10:00:00+02:00	2013-05-08T11:00:00+02:00	60	2013-05-08	Stage 1	research-education	discussion	beginner	de	Andreas Schleicher, Michel Schröder, Kevin Heidenreich, Ilona Bernsdorf, Tanja Haeusler	2014-02-24T19:04:35+01:00
rp13-session-5597	rp13	Cybersexism	null	2013-05-06T15:15:00+02:00	2013-05-06T15:45:00+02:00	30	2013-05-06	Stage 1	politics-society	talk	intermediate	en	Laurie Penny	2014-02-24T19:04:35+01:00
rp13-session-5614	rp13	Digitale Nachhilfe für Azubis und Meister  &  Nachwuchsförderung in der IT-Branche	null	2013-05-08T13:00:00+02:00	2013-05-08T13:30:00+02:00	30	2013-05-08	Stage 6	research-education	talk	intermediate	de	Kevin Heidenreich, Dirk Primbs	2014-02-24T19:04:35+01:00
rp13-session-5615	rp13	x-learning. Warum die Digitale Revolution des Lernens gescheitert ist.	null	2013-05-08T11:45:00+02:00	2013-05-08T12:15:00+02:00	30	2013-05-08	Stage 6	research-education	talk	beginner	de	Jöran Muuß-Merholz	2014-02-24T19:04:35+01:00
rp13-session-5617	rp13	Telefonica – Mobilfunk Inside Out	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Stage 7	business-innovation	talk	beginner	de	Tina  Hoffmann, Andreas  Thies	2014-02-24T18:44:48+01:00
rp13-session-5668	rp13	iHub - Lessons from the Trenches	null	2013-05-06T14:45:00+02:00	2013-05-06T15:15:00+02:00	30	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Rachel Gichinga 	2014-02-24T18:44:48+01:00
rp13-session-5669	rp13	Space Science as a creative commons?	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Workshop A	science-technology	discussion	intermediate	en	Marco Trovatello	2014-02-24T19:04:35+01:00
rp13-session-5702	rp13	Bottom-up & open: Was könnnen Kampagnen von innovativem Bürger-Journalismus lernen?	null	2013-05-06T18:30:00+02:00	2013-05-06T19:30:00+02:00	60	2013-05-06	Workshop C	recampaign	discussion	beginner	en	Keiko Tanaka, Stefan  Candea, Markus Hametner, Krystian  Woznicki	2014-02-24T19:04:35+01:00
rp13-session-5704	rp13	You Can Turn Off the Public Internet But You Can't Turn Off the Internet Public	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Stage 1	politics-society	talk	beginner	en	Andrew Rasiej	2014-02-24T19:04:35+01:00
rp13-session-5705	rp13	Life with extra Senses - How to become a Cyborg.	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Stage 1	culture	talk	intermediate	en	Neil Harbisson, Moon Ribas	2014-02-24T19:04:35+01:00
rp13-session-5706	rp13	(h)activating OPEN ICT4D	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Global Innovation Lounge	politics-society	talk	beginner	en	Irene Agrivina, Lagu Stephen Samuel, Felipe Fonseca, Anne Roth, Eugenio Tisselli, Stephen Kovats	2014-02-24T19:04:35+01:00
rp13-session-5722	rp13	10 tips to grow your Positive Entrepreneurial Energy	null	2013-05-07T10:30:00+02:00	2013-05-07T11:00:00+02:00	30	2013-05-07	Stage 6	business-innovation	talk	beginner	en	Catherine Barba	2014-02-24T18:44:48+01:00
rp13-session-5849	rp13	Das Blatt und das Netz. Überlegungen zu einer Medientheorie des Papiers	null	2013-05-08T13:00:00+02:00	2013-05-08T13:30:00+02:00	30	2013-05-08	Stage 1	media	talk	intermediate	de	Lothar Müller	2014-02-24T19:04:35+01:00
rp13-session-5866	rp13	YouTube macht die Stars von heute	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Stage 2	media	discussion	beginner	de	 LeFloid, Simon W.[ungespielt], Christoph  Krachten, Hannes Jakobsen, Johnny Haeusler, Amy Herzstark	2014-02-24T19:04:35+01:00
rp13-session-5869	rp13	Speech at scale	null	2013-05-06T16:30:00+02:00	2013-05-06T17:00:00+02:00	30	2013-05-06	Stage 1	politics-society	discussion	intermediate	en	Richard Allan, Ulf Buermeyer	2014-02-24T19:04:35+01:00
rp13-session-5908	rp13	Boosting Creative Entrepreneurship in NYC, Berlin and Amsterdam	null	2013-05-06T17:15:00+02:00	2013-05-06T18:15:00+02:00	60	2013-05-06	Stage 6	business-innovation	action	advanced	en	Ele Jansen, Jörgen van der Sloot	2014-02-24T18:44:48+01:00
rp13-session-5929	rp13	Take a ride on the Cyberpunk Express train	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Stage 1	science-technology	talk	beginner	en	Keren Elazari	2014-02-24T19:04:35+01:00
rp13-session-5946	rp13	Finanzblogs: Intellektuelle Elite oder verständliches Massenmedium?	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Stage 5	business-innovation	discussion	intermediate	de	Thomas Knüwer, Franziska Bluhm, Ulrich Hegge, Dirk Elsner, Jeannine Michaelsen	2014-02-24T18:44:48+01:00
rp13-session-5947	rp13	Challenges and prospects of ICT in a post-conflict state	null	2013-05-06T15:15:00+02:00	2013-05-06T15:45:00+02:00	30	2013-05-06	Global Innovation Lounge	politics-society	talk	beginner	en	Teemu Ropponen	2014-02-24T19:04:35+01:00
rp13-session-5948	rp13	Gravity sucks. Open Source Communities Empower and Lift off.	null	2013-05-08T14:15:00+02:00	2013-05-08T14:45:00+02:00	30	2013-05-08	Global Innovation Lounge	politics-society	talk	beginner	en	Joeri Poesen	2014-02-24T19:04:35+01:00
rp13-session-5949	rp13	Introducing: Habaka Madagascar Innovation Hub	null	2013-05-06T12:30:00+02:00	2013-05-06T12:45:00+02:00	15	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Andriankoto Harinjaka Ratozamanana	2014-02-24T18:44:48+01:00
rp13-session-5965	rp13	Ceci n'est pas un MOOC. How to build awesome, open, dirt-cheap online courses	null	2013-05-08T15:30:00+02:00	2013-05-08T16:00:00+02:00	30	2013-05-08	Stage 2	research-education	talk	intermediate	en	Jan Philipp Schmidt	2014-02-24T19:04:35+01:00
rp13-session-5966	rp13	Stop! Hackertime!	null	2013-05-06T16:00:00+02:00	2013-05-06T16:30:00+02:00	30	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Jay Cousins	2014-02-24T18:44:48+01:00
rp13-session-5967	rp13	KINU - An Experiment in the Evolution of a Tanzanian Tech Hub	null	2013-05-08T13:45:00+02:00	2013-05-08T14:15:00+02:00	30	2013-05-08	Global Innovation Lounge	business-innovation	talk	beginner	en	Johnpaul Barretto	2014-02-24T18:44:48+01:00
rp13-session-5968	rp13	Recycling Road Show	null	2013-05-07T13:45:00+02:00	2013-05-07T14:00:00+02:00	15	2013-05-07	Global Innovation Lounge	culture	action	beginner	en	Jay Cousins	2014-02-24T19:04:35+01:00
rp13-session-5969	rp13	Hackidemia - changing the world through play	null	2013-05-07T14:15:00+02:00	2013-05-07T14:30:00+02:00	15	2013-05-07	Global Innovation Lounge	science-technology	action	beginner	en	Jay Cousins, Stefania Druga	2014-02-24T19:04:35+01:00
rp13-session-5970	rp13	Opening Global Innovation Lounge	null	2013-05-06T12:15:00+02:00	2013-05-06T12:45:00+02:00	30	2013-05-06	Global Innovation Lounge	politics-society	talk	beginner	en	Tayo Akinyemi, William Zimmerman, Selin  Carrasco Vargas, Sam Gichuru, Rene Parker, Wole Odetayo, Adetunji Eleso, Michael Szymanski	2014-02-24T19:04:35+01:00
rp13-session-6018	rp13	Networking Experimental Labs - a Brazilian Experience	null	2013-05-07T15:00:00+02:00	2013-05-07T15:30:00+02:00	30	2013-05-07	Global Innovation Lounge	research-education	talk	beginner	en	Felipe Fonseca	2014-02-24T19:04:35+01:00
rp13-session-6019	rp13	Political Advocacy and the Internet	null	2013-05-06T12:15:00+02:00	2013-05-06T12:45:00+02:00	30	2013-05-06	Stage 4	recampaign	talk	beginner	en	Ben Scott	2014-02-24T19:04:35+01:00
rp13-session-6039	rp13	Making-of R´ha	null	2013-05-06T18:00:00+02:00	2013-05-06T18:30:00+02:00	30	2013-05-06	Stage 1	culture	action	beginner	de	Kaleb Lechowski, Ingke Weimert	2014-02-24T19:04:35+01:00
rp13-session-6040	rp13	Die Vermessung der Social Media-Welt: Multiplikatoren im Netz, ihre Themen und Resonanz im Bundestagswahlkampf.	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Stage 7	media	talk	intermediate	de	Christian  Rapp, Christoph Neuberger	2014-02-24T19:04:35+01:00
rp13-session-6059	rp13	Netzpolitischer Nachmittag: IN/SIDE/OUT #digiges	null	2013-05-07T17:30:00+02:00	2013-05-07T18:30:00+02:00	60	2013-05-07	Stage 2	politics-society	talk	beginner	de	Linnea Riensberg, Lavinia Steiner, Ulf Buermeyer, Leonhard Dobusch	2014-02-24T19:04:35+01:00
rp13-session-6124	rp13	theBobberyCast at re:publica	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Global Innovation Lounge	business-innovation	talk	beginner	en	Jay Fajardo	2014-02-24T18:44:48+01:00
rp13-session-6125	rp13	Blog Forever	null	2013-05-06T19:15:00+02:00	2013-05-06T19:30:00+02:00	15	2013-05-06	Stage 7	science-technology	talk	beginner	en	Hendrik Kalb	2014-02-24T19:04:35+01:00
rp13-session-6126	rp13	Mobilisieren mit dem neuen Nonprofit-Programm von Youtube	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Workshop B	recampaign	talk	beginner	de	Sabine Frank	2014-02-24T19:04:35+01:00
rp13-session-6127	rp13	Mobil-isierung: NGO-Strategien für das Handy	null	2013-05-06T17:15:00+02:00	2013-05-06T18:15:00+02:00	60	2013-05-06	Workshop D	recampaign	talk	beginner	de	Josh Miles	2014-02-24T19:04:35+01:00
rp13-session-6128	rp13	Stimmt das? Check mit dem ZDF die Fakten im Wahlkampf	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Stage 3	media	workshop	beginner	de	Sonja Schünemann, Michael Umlandt, Barbara Fischer	2014-02-24T19:04:35+01:00
rp13-session-6145	rp13	Internet Geographies: Data Shadows and Digital Divisions of Labour	null	2013-05-06T19:00:00+02:00	2013-05-06T19:30:00+02:00	30	2013-05-06	Stage 2	media	talk	beginner	en	Mark Graham	2014-02-24T19:04:35+01:00
rp13-session-6146	rp13	Die Geschichte des Computers	null	2013-05-06T13:30:00+02:00	2013-05-06T14:00:00+02:00	30	2013-05-06	Stage 2	science-technology	talk	beginner	de	Horst Zuse, Katharina Meyer	2014-02-24T19:04:35+01:00
