id	event	type	name	nickname	photo	organization	position	biography	sessions
rp13-speaker-2499	rp13	speaker	Barbara Fischer	barbara-fischer		Wikimedia Deutschland e.V.	Kuratorin für Kulturpartnerschaften	Seit 2012 Kuratorin für Kulturpartnerschaften bei Wikimedia Deutschland. Zuvor seit bald 20 Jahren als Kulturmangerin in den unterschiedlichsten auch partizipativen Projekten tätig.	[object Object]
rp13-speaker-1422	rp13	speaker	Jay Fajardo	jay-fajardo	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1422.jpg	Launchgarage	Program Director	Jay is a serial tech entrepreneur, a passionate practitioner of agile methodologies, and swears by the principles of the Lean Startup.\nHis current venture, Ruby development shop Proudcloud, serves the application and platform development needs of tech startups in the United Sates, Australia, and Europe.\nJay is also the program director of manila based startup accelerator Launchgarage.\nJay is an organiser of Startup Weekend Manila, and runs the regular ROOFCAMP which brings together entrepreneurs, innovators, venture capitalists, and other like minded people to form a mutually supportive, and proactive community of dreamers and doers.	
rp13-speaker-688	rp13	speaker	Luca Hammer	luca-hammer	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-688.jpg	work.io	Co-founder	In den Alpen aufgewachsen. Nicht mit den Menschen zurechtgekommen und das Internet lieben gelernt. Kommunikationswissenschaft studiert und drei Prüfungen vor Abschluss pausiert. Für eine Kreativagentur gearbeitet und sich ausnutzen lassen. Eine Universität besetzt. Im Fernsehen mit alten Herren über Algorithmen diskutiert. Seit 2011 in einem Startup, das versucht Organisationsstrukturen aufzubrechen und Arbeit zu befreien. Visualisiert gerne Netzwerke: http://blognetz.com\nMag das Besondere im Alltäglichen.	[object Object]
rp13-speaker-1439	rp13	speaker	Daniela B. Silva	daniela-b-silva	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1439.jpg	Transparência Hacker | Ônibus Hacker	Member	Member and co-founder of Transparência Hacker, a brazilian community with over 1200 hackers and activists who collaborate on projects related to government data, transparency and politics on the web. Member of the brazilian Hacker Bus - a bus that travels to promote DIY activities and hacker culture all over Brazil.	[object Object]
rp13-speaker-2007	rp13	speaker	Richard Allan	richard-allan	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-2007.jpg	Facebook	Director of Policy EMEA	Richard Allan joined Facebook in June 2009 to lead the company’s public policy work in Europe.\nRichard works on a broad portfolio of issues including privacy, online child safety, freedom of expression, e-commerce regulation and public sector uses of social media. He appears regularly in the media as a spokesman for Facebook. \nPrior to joining Facebook, Richard was European Government Affairs Director for Cisco from September 2005 and has been an academic visitor at the Oxford Internet Institute.\nFrom 2008 to 2009 Richard was Chair of the UK Cabinet Office’s Power of Information Task Force working on improving the use of government data. \nRichard was Member of Parliament for Sheffield Hallam from 1997 to 2005 where he specialized in technology policy issues. In July 2010, Richard was appointed to the House of Lords in the UK Parliament.\nIn the early part of his career Richard was an archaelogist, an NHS IT professional and a locally elected Councillor.	[object Object]
rp13-speaker-1413	rp13	speaker	Steffen Voß	steffen-voss	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1413.jpg	Neue Medien Kiel e.V.	Vorsitzender	Online since 1993 and still around.	[object Object]
rp13-speaker-1103	rp13	speaker	Gunter Dueck	gunter-dueck	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1103.jpg	Omnisophie	CEO	Gunter Dueck, Jahrgang 1951, lebt in Waldhilsbach bei Heidelberg, ist verheiratet und hat zwei erwachsene Kinder. Nach einer Karriere als Mathematikprofessor wechselte er 1987 zur IBM, wo er u.a. für den Aufbau neuer Geschäftsfelder (Business Intelligence, Cloud Computing) und für Cultural Change tätig war. Drei Jahre durfte er den zeitlich befristeten Titel „Master Inventor der IBM“ tragen. Zuletzt, bei seinem Wechsel in den Unruhestand, war er CTO (Chief Technology Officer) der IBM Deutschland und IBM Distinguished Engineer. Seit 2011 ist er freischaffend als Schriftsteller, Business-Angel und Speaker tätig.\nGunter Dueck ist IEEE Fellow und korrespondierendes Mitglied der Akademie der Wissen-schaften zu Göttingen. Die Computerwoche zählte ihn 2011 zu den 100 einflussreichsten Persönlichkeiten der IT/Kommunikationsbranche in Deutschland. Dueck ist Autor vieler Best-seller, zuletzt „Professionelle Intelligenz“ und „Das Neue und seine Feinde“.	[object Object], [object Object]
rp13-speaker-2369	rp13	speaker	newthinking  	newthinking					
rp13-speaker-567	rp13	speaker	Mark Rendeiro	mark-rendeiro	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-567.png		Journalist	Mark Fonseca Rendeiro aka Bicyclemark; Portuguese-American, alternative journalist and independent podcast producer specializing in online journalism, social movements and global conflicts.\nPodcasting since 2004 on citizenreporter.org, his weekly program is one of the oldest and longest running independent journalism podcasts ever. Featuring guests from around the world, topics that get little attention in the mainstream press, and the occasional audio or video dispatch some odd corner of the world.	[object Object]
rp13-speaker-576	rp13	speaker	Tina Lorenz	tina-lorenz	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-576.jpg		Nerd		[object Object]
rp13-speaker-695	rp13	speaker	Mathias Schindler	mathias-schindler	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-695.jpg	Wikimedia Deutschland e.V.	Projektmanager	Projektmanager bei Wikimedia Deutschland e.V., Wikipedianer und in meiner Freizeit auch Autor bei netzpolitik.org.	
rp13-speaker-1425	rp13	speaker	Ralf Stockmann	ralf-stockmann	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1425.jpg	Staatsbibliothek zu Berlin	Wissenschaftsrat	Gründer von Stud.IP, Goobi und anderer open source Projekte. Leitete das Göttinger Digitalisierungszentrum (GDZ). Bis 2012 Universitätsrat an der SUB Göttingen im Bereich Forschung und Entwickeln, jetzt Referatsleiter für Innovationsmanagement an der Staatsbibliothek zu Berlin. Podcastet bei den Wikigeeks.	[object Object]
rp13-speaker-1438	rp13	speaker	Wolf Lotter	wolf-lotter	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1438.jpg		Journalist und Autor	Gründungsmitglied und Leitartikler bei "brand eins", Autor mehrerer Bücher, u.a. "Die Kreative Revolution" (Murmann) und -  neu im Herbst 2013 -  "Zivilkapitalismus" (Pantheon).	[object Object], [object Object]
rp13-speaker-958	rp13	speaker	Tero Kaukomaa	tero-kaukomaa	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-958.jpg	Blind Spot Pictures	CEO / Producer		[object Object]
rp13-speaker-957	rp13	speaker	Timo Vuorensola	timo-vuorensola	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-957.jpg	Blind Spot Pictures	Director	Timo Vuorensola is a film director from Finland. His first feature, the sci-fi comedy Star Wreck: In The Pirkinning was seven years in the making. It has since achieved cult success, and has been downloaded over 8 million times through official torrents.  Timo’s second feature,  the sci-fi comedy, Iron Sky, which tells the story of Nazis who come from the Far Side of the Moon, was released in 2012 in over 60 countries theatrically\nTimo also directs short films, music videos and ads. He is always interested in finding new ways of working within the film industry and believes that the Internet can provide various and interesting possibilities to replace traditional production models.	[object Object]
rp13-speaker-1451	rp13	speaker	Al Banda	al-banda	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1451.jpg	ActivSpaces Cameroon	Community Manager	I'm the Community Manager of ActivSpaces, Cameroon's leading innovation hub. I've lived as a 3CK across 3 continents (America, Europe and Africa) and have a deep appreciation for technology, culture and art. Connect with me; the most harmful thing I could do is convert you to a lover of all things awesome.	[object Object]
rp13-speaker-1823	rp13	speaker	Jona Hölderle	jona-hoelderle	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1823.jpg	Pluralog	Selbstständig, Pluralog – Online Marketing für NPOs	Jona Hölderle wurde eingeschult im Jahr, als das World Wide Web erfunden wurde, wohnt in Berlin, ist Verwaltungswissenschaftler und Naturschützer. Weil er Organisationen mag, will er sie gestalten und verändern. Dies tut er mit Schwerpunkt auf Social-Media-Strategien und Online-Fundraising unter dem Namen Pluralog. Die große Fragen dahinter: Wie ist es möglich die Aktivitäten von Vereinen und Verbänden mit den neuen, sozialen Medien zu verknüpfen?	[object Object]
rp13-speaker-1830	rp13	speaker	Hannes Jähnert	hannes-jaehnert	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1830.jpg			Hannes Jähnert ist ausgebildeter Freiwilligenmanager, Engagementblogger und Autor mehrerer Publikationen zum Interneteinsatz in der Freiwilligenarbeit, dem Online- und Micro-Volunteering sowie der Zivilgesellschaft in Zeiten von Web 2.0 und Social Media. Er hat Sozialarbeit und Bildungswissenschaften in Erfurt und Berlin studiert. Seine Schwerpunkte lagen dabei auf (Alltags-) Kultur, Bildung und qualitativer Sozialforschung.	[object Object]
rp13-speaker-1840	rp13	speaker	Sybille Klotz	sybille-klotz	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1840.jpg	DeltaBerlin Network	Beraterin und Coach	Sybille Klotz ist strategische Beraterin und Coach. Sie verbindet eine 15 jährige Online-Praxis mit Markenberatung, journalistische Expertise für Text und Film, mit einer Ausbildung als systemischer Coach und Supervisorin. Als Gründungsmitglied von DeltaBerlin Network berät sie im Kontext »Organizational Change, Digitale Communication and Technology«. Zu Ihren Kunden zählen u.a. Verbände, Öffentliche Institutionen und Technologie- und Medienunternehmen sowohl in Deutschland als auch in und den USA. Sie ist Virtual Volunteer und Mitgründerin des Bpeace Team Germany.	[object Object]
rp13-speaker-1841	rp13	speaker	Steffen  Liebener	steffen-liebener	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1841.jpg	DeltaBerlin Network	Berater und Coach	Steffen Liebener arbeitet als systemischer Coach, Trainer und Berater. Bei seinen Projekten stehen umfassende Veränderungen und Entwicklungen auf der Tagesordnung. Als Gründungsmitglied und Partner von DeltaBerlin Network berät er mit dem Schwerpunkt Change und Organisationsberatung im Kontext digitalen Wandels. Seine Überzeugung ist, dass die Welt zukünftig aus Unternehmen und Organisationen mit kollaborierenden Teams und variablen Netzwerkinstanzen bestehen wird.	[object Object]
rp13-speaker-1842	rp13	speaker	Michael   Rouba	michael-rouba	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1842.jpg	DeltaBerlin Network	Berater und Projektmanager	Michael Rouba ist systemischer Berater, Projetktmanager und Coach. In seiner Rolle als Projektmanager begleitet er die implementierung von komplexen opensource-gestützen Enterprise Cloudplattformen. Zu seinen Kunden gehören u.a. Mobilfunkunternehmen, Banken, öffentliche Institutionen und ein großer nationaler Sportverband. Seine Schwerpunkte sind Teamentwicklung in international-verteilten Teams (High Performing Teams) und Changeprozesse im digitalen Wandel. Er ist Gründungsmitglied und Partner von DeltaBerlin Network.	[object Object]
rp13-speaker-1643	rp13	speaker	Ele Jansen	ele-jansen	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1643.jpg	Reboot Stories, University of New South Wales, Sydney	Story R&D	As a media anthropologist Ele explores life for the new generation of creative entrepreneurs at the cross-section of collaboration, storytelling and design. Fusing her PhD with R&D at Reboot Stories resulted in www.learndoshare.net, which harnesses pitfalls and successes of open design. Playing with chaordic methodologies she likes to integrate what seems mutually exclusive: creativity and structure, reasoning and intuition, play and work, fast and slow, corporate and indie. Having a soft spot for digital avant-gardes, the native German collaborates with u.lab, xm:lab and publishes for Germany’s most renowned interactive media department at Filmakademie Baden-Wurttemberg. Ele designed processes for innovation incubators, creative industries and big brands since 2001.	
rp13-speaker-1647	rp13	speaker	Jörgen van der Sloot	joergen-van-der-sloot	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1647.png	FreedomLab Future Studies	Fellow	Jörgen van der Sloot develops creative thinking strategies. He is a Fellow of FreedomLab Future Studies and lead developer of its ThinkLab methodology. In a ThinkLab a team is challenged to deal with a wicked problem from a future perspective in order to construct a shared worldview, vision and strategy. As a host and enabler of such strategic and creative conversations Jörgen helps a group of people to take an outside-in perspective. He designs a collaborative space and a collective mindset that generates new thinking and creates solutions for the future. Jörgen has collaborated with many internationally operating organizations in the fields of media and consumer brands, finance and investment, insurance and pensions, education and charity. He has hosted sessions for groups ranging in size from 3 people to 400 people and from boardroom to classroom. He lectures at various business schools in the Netherlands on media innovation, design, entrepreneurship and technology.	[object Object]
rp13-speaker-1883	rp13	speaker	Josh Miles	josh-miles	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1883.jpg	Oxfam Deutschland	Senior Online Marketing & Business Development Manager	Josh Miles hat elf Jahre internationale Erfahrung im Mobile-Marketing und -Strategie - von Telekommunikationsunternehmen wie Telstra und T-Mobile bis Mobile Content Firmen wie Fox Mobile (Jamba!) und CLIQ Digital. „Ich habe alles von „What’s that?“ bis „Whatsapp“ erlebt“, lacht er. Bei Oxfam Deutschland freut er sich jetzt über die Gelegenheit eine neue Art von „Mobil-isierung“ in den gemeinnützigen Sektor zu bringen.	[object Object]
rp13-speaker-1008	rp13	speaker	Mercedes Bunz	mercedes-bunz	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1008.jpg	Hybrid Publishing Lab, Leuphana University	Director	Dr. Mercedes Bunz lives in London and currently heads the Hybrid Publishing Lab of the Leuphana University which looks into the transformation of academic publishing with regards to digital distribution and open access. She was the Guardian's technology reporter and the online editor-in-chief of the Berlin based newspaper Der Tagesspiegel. 1997 she co-founded DEBUG, a monthly magazine for electronic aspects of life and is still part of its board. \nHer dissertation on the history on the internet (Bauhaus University Weimar) was published with Kadmos Kulturverlag. Her last book "The Silent Revolution. How algorithms change knowledge, work, public and politics without making to much noise" was published 2012 with the Suhrkamp Verlag.	
rp13-speaker-1497	rp13	speaker	Diedrich Diederichsen	diedrich-diederichsen	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1497.jpg			Geb. 1957 in Hamburg. In den 80er Jahren Redakteur und Herausgeber von Musikzeitschriften, in den 90er Hochschullehrer als Gastprofessor oder Lehrbeauftragter u.a. in Frankfurt, Stuttgart, Pasadena, Offenbach, Gießen, Weimar, Bremen, Wien, St. Louis, Köln, Los Angeles und Gainesville. 1998 - 2006 Professor für Ästhetische Theorie/Kulturwissenschaften an der Merz-Akademie, Stuttgart, seit 2006 Professor für Theorie, Praxis und Vermittlung von Gegenwartskunst am Institut für Kunst- und Kulturwissenschaften der Akademie der bildenden Künste Wien	[object Object]
rp13-speaker-359	rp13	speaker	Elisabeth Rank	elisabeth-rank	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-359.png	Torben, Lucie und die gelbe Gefahr GmbH	Senior Konzepterin	Ich blogge seit zehn Jahren und arbeite seit 4 Jahren im Bereich Digitale Markenführung. Außerdem schreibe ich. Mein 2. Roman "Bist du noch wach?" ist im März 2013 im Berlin Verlag erschienen.	[object Object]
rp13-speaker-111	rp13	speaker	Sascha Funk	sascha-funk	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-111.jpg	Rangsit University, Thailand	Lecturer Online Business (SEO, Social Media, etc.) & Online Marketing Manager	Switched from an online marketing agency life in Europe (Germany, Austria) to a teaching & freelancing life in Thailand. Now working as lecturer at Rangsit University, Bangkok, educating students in all things online and realizing that there's much more to the web than just the 'western www'. \nFurthermore keen on implementing eLearning into everyday classes and using technology for education.	[object Object]
rp13-speaker-1449	rp13	speaker	Markos Lemma	markos-lemma	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1449.jpg	iceaddis	co-founder & collaborator communities	Born in Ethiopia in 1984. I'm specialized in ICT consultancy in Ethiopia. I co-founded the iceaddis innovation hub (www.iceaddis.com). I am currently working as a community manager.\nI am a coordinator on a research program on literacy, a project running by MIT, OLPC & Tufts University with a direct supervision of Nicholas Negroponte & Maryanne Wolf. \nI organize Barcamp Ethiopia once a year. Barcamp Ethiopia is the biggest tech community event in Ethiopia. I love the active tech community and organized different events. I am a collaborator, a blogger (Author for GlobalVoices) and a social media expert. I mainly blog and speak about social media, mobile technology in Africa, green tech, and social affairs.	
rp13-speaker-1632	rp13	speaker	Oliver Petzoldt	oliver-petzoldt	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1632.png	GIZ	Advisor	Educational technology Expert. Since January 2009 working for GIZ in Ethiopia. Co-founder of iceaddis, an innovation hub, incubator and co-working space in Addis Ababa. Passionate about open innovation, social entrepreneurship & beta-culture.	
rp13-speaker-2004	rp13	speaker	Kaleb Lechowski	kaleb-lechowski	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-2004.jpg		Creator, writer and director of R'ha		[object Object]
rp13-speaker-2039	rp13	speaker	Ingke Weimert	ingke-weimert	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-2039.jpg	moviepilot GmbH	Head of Moviepilot GER		[object Object]
rp13-speaker-526	rp13	speaker	Alexander Hauser	alexander-hauser	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-526.jpg				[object Object]
rp13-speaker-1424	rp13	speaker	Don Dahlmann	don-dahlmann	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1424.jpg		Journalist	Journalist, Social Media Berater. Lebt und atmet in Berlin.	[object Object]
rp13-speaker-1724	rp13	speaker	Sebastian Fiebrig	sebastian-fiebrig	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1724.jpg			Freier Journalist, Blogger und Podcaster.	[object Object]
rp13-speaker-1416	rp13	speaker	Kai Pahl	kai-pahl	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1416.jpg			Selbstständiger im Bereich Webdesign (Frontend-Development)\nSeit 2003 Betreiber des Sport/Sportmedienblogs allesaussersport	[object Object]
rp13-speaker-117	rp13	speaker	Axel Bruns	axel-bruns	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-117.jpg	ARC Centre of Excellence for Creative Industries and Innovation, Queensland University of Technology	Associate Professor	Dr Axel Bruns ist ein Associate Professor in der Creative Industries Faculty an der Queensland University of Technology in Brisbane, Australien, und ein Chief Investigator im ARC Centre of Excellence for Creative Industries and Innovation (http://cci.edu.au/). Er ist Autor von Blogs, Wikipedia, Second Life and Beyond: From Production to Produsage (2008) und Gatewatching: Collaborative Online News Production (2005), und Mitherausgeber von Twitter and Society (2013, mit Katrin Weller, Jean Burgess, Merja Mahrt, und Cornelius Puschmann), A Companion to New Media Dynamics (2013, mit John Hartley und Jean Burgess), und Uses of Blogs (2006, mit Joanne Jacobs). Bruns ist Experte im Feld des User-Created Content, und seine derzeitige Arbeit befaßt sich mit Nutzerbeteiligung in Sozialen Medien wie Twitter. Sein Forschungsblog ist http://snurb.info/, und er tweetet unter @snurb_dot_info. http://mappingonlinepublics.net/ hat weitere Details zur Forschungsarbeit seines Team im CCI.	[object Object]
rp13-speaker-397	rp13	speaker	Julian Ausserhofer	julian-ausserhofer	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-397.jpg	Web Literacy Lab, Institut für Journalismus und PR, FH Joanneum	Wissenschaftlicher Mitarbeiter	digital media researcher ▲@OKFNat ▲media & open data enthusiast▲(social) media, politics, data journalism (#ddj)	[object Object]
rp13-speaker-1417	rp13	speaker	Axel Maireder	axel-maireder	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1417.jpg	University of Vienn	Researcher	Axel Maireder is principal researcher of the project 'Towards an Analytics of Networked Publics' at the University of Vienna, aimed at the development of new methods for the structural analyses of Internet discourses. Prior to this, he has been a research assistant at the Department of Communication, working on practices and dynamics of social media communication.	[object Object]
rp13-speaker-440	rp13	speaker	Christian Nuernbergk	christian-nuernbergk	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-440.jpg	Ludwig-Maximilians-Universität München		Kommunikationswissenschaftler, Institut für Kommunikationswissenschaft und Medienforschung, LMU München. Forschung zu Social Media (insbesondere Blogs, Twitter), Internetjournalismus.\n2012 Promotion mit dem Thema "Anschlusskommunikation in der Netzwerköffentlichkeit"	[object Object]
rp13-speaker-675	rp13	speaker	Stine Eckert	stine-eckert	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-675.jpg	University of Maryland	Doktorandin	I’m a Ph.D. Candidate and Instructor at the Philip Merrill College of Journalism at the University of Maryland and a student in its Women’s Studies Graduate Certificate Program. I hold a Master’s of Science in Journalism from Ohio University. In my research I am interested in international, comparative work and the intersection of new media, culture, and gender as well as the democratic potential of new media.	[object Object]
rp13-speaker-274	rp13	speaker	Anna Lena Schiller	anna-lena-schiller	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-274.jpg		Head of Visual Sensemaking	Graphic Recording, Sketchnotes, Datenvisualisierung.	[object Object], [object Object]
rp13-speaker-1405	rp13	speaker	Sylke Gruhnwald	sylke-gruhnwald	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1405.png	Neue Zürcher Zeitung	Data-driven reporter	Data-driven reporter with Swiss daily "Neue Zürcher Zeitung" and part of the trio behind the tumblr "http://bindersfullofburgers.tumblr.com/".	[object Object]
rp13-speaker-1410	rp13	speaker	Lisa Rienermann	lisa-rienermann	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1410.jpg		explaining important stuff with pictures	likes to explain the word in pictures.\nworks interdisciplinary in the wide field of illustration, photography, concept, grafik design and bad spelling.	[object Object]
rp13-speaker-724	rp13	speaker	Anja Ebersbach	anja-ebersbach	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-724.jpg	Wikimedia Deutschland - Gesellschaft zur Förderung Freien Wissens e. V.	Stellvertretende Vorsitzende des Präsidiums	Anja Ebersbach ist die Stellvertretende Vorsitzende des Präsidiums von Wikimedia Deutschland e.V. Anja betreibt seit 2007 eine Medienwerkstatt zur Einführung und Anwendungen von Wikis in Unternehmen und arbeitet als freie Autorin für IT-Magazine. Auch in ihrer Doktorarbeit beschäftigt sie sich mit der Einführung von Firmenwikis.	[object Object], [object Object]
rp13-speaker-453	rp13	speaker	Pavel Richter	pavel-richter	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-453.jpg	Wikimedia Deutschland e.V.	Vorstand	Am 26. Januar 2006 um 11:38 machte der Benutzer: Schreibvieh seinen ersten Edit in der Wikipedia. Es folgten zahlreiche Edits zu Musikern und Milliardären – ein paar Sperren wegen Vandalismus waren auch dabei. Eine ganz normale Wikipedia-Laufbahn also. Aber aus dem Benutzer:Schreibvieh wurde im August 2009 der Geschäftsführer des gemeinnützigen Vereins Wikiemdia Deutschland e.V. Mit viel Passion und Professionalität setzt er sich für die freie Online-Enzyklopädie Wikipedia und andere Wikimedia-Projekte ein und leitet die Geschäftsstelle von Wikimedia mit inzwischen knapp 50 Mitarbeitern. Darüber hinaus engagiert sich Pavel als Beiratsmitglied seit Januar 2013 bei Transpareny International Deutschland e.V. und unterstützt die Organisation dotHIV.\nUnd was war vor Wikimedia? Insgesamt 12 Jahre für Unternehmensberatungen im In- und Ausland  und ein Studium der  Politik, Geschichte und des Öffentlichen Rechts an der Universität Freiburg i. Br., in Ottawa (Kanada) und Bielefeld.	[object Object]
rp13-speaker-485	rp13	speaker	Dirk Franke	dirk-franke	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-485.jpg	Wikipedia	Autor	Wikipedia-Autor seit Januar 2004 und Wikipedia-Administrator seit Februar 2004. 2004/2005 Mitglied im Vorstand von Wikimedia Deutschland, 2011/2012 Mitglied im Präsidium von Wikimedia Deutschland. Derzeit Leiter eines Projekts zu Gegenwart und Zukunft des bezahlten Schreibens auf Wikipedia.	[object Object]
rp13-speaker-543	rp13	speaker	Kirsten Fiedler	kirsten-fiedler	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-543.jpg	European Digital Rights (EDRi)	Advocacy Manager		[object Object]
rp13-speaker-338	rp13	speaker	Alexander Sander	alexander-sander	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-338.jpg	Europäisches Parlament	Assistant MEP	Alexander Sander arbeitet für MEP Martin Ehrenhauser in Brüssel und hat die Kampagne NoPNR! gegründet. Ist hier und da aktiv. Beschäftigt sich mit den Themen Innere Sicherheit, Datenschutz und Netzpolitik.	
rp13-speaker-1540	rp13	speaker	Graham Linehan	graham-linehan	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1540.png	Delightful Industries	Comedy writer and director	Comedy writer/director of Father Ted &  Big Train (with Arthur Mathews), Black Books (with Dylan Moran), The IT Crowd (with himself). Adapted The Ladykillers for the stage.\nCurrently working on The Count Arthur Strong Show and a final IT Crowd special. Developing projects at Delightful Industries with Richard Boden.	[object Object]
rp13-speaker-48	rp13	speaker	Johnny Haeusler	johnny-haeusler	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-48.png	Spreeblick		Born in Berlin in 1964, Johnny Haeusler founded the award-winning weblog Spreeblick in 2002. He is also a radio DJ and a member of post-punkrock band Plan B, which is touring again since 2012. He also ran a web design agency called defcom. Johnny has co-founded Germany's first blog ad network adnation as well as one of Europe's most exciting social media conferences, re:publica. His highly recommended eBook "I live by the river!" is available on Amazon and for iOS devices. Unlike this text here, it is written in German. In November 2012, Johnny Haeusler released an internet book for parents called "Netzgemüse" (the book, not the parents), which he co-wrote with his wife Tanja.\nHe is rarely bored.	
rp13-speaker-1878	rp13	speaker	Keiko Tanaka	keiko-tanaka	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1878.jpg			Die vielsprachige Autorin, Netzexpertin und Informatikerin arbeitet als Dozentin in Kioto und Tianjin. Sie ist Organisatorin des Remix Film Festivals sowie von TEDxKyoto und Ko-Gründerin von Trendipity.net – ein Projekt zu trend visualization. Als Lektorin und Übersetzerin repräsentiert sie Global Voices in Japan.	[object Object]
rp13-speaker-1879	rp13	speaker	Stefan  Candea	stefan-candea	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1879.jpg			Der Investigativ-Journalist erkundet in seiner Arbeit u.a. die datenschutzpolitischen und netzkulturellen Bedingungn für den 'Investigativ-Journalismus 2.0' in Rumänien. Als Ko-Gründer von thesponge.eu führt er Journalisten sowie Programmierer zusammen und intiiert im Rahmen dieses Projekts Experimente und Kollaborationen.	[object Object]
rp13-speaker-1880	rp13	speaker	Markus Hametner	markus-hametner	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1880.jpg			Markus "fin" Hametner (Wien): Der Informatiker ist Mit-Entwickler von Luminous Flux – eine Open Source-Software für neuartigen Online-Journalismus. Er engagiert sich für ein Informationsfreiheitsgesetz in Österreich, ist Mitglied im Hacklab Wien und arbeitet mit einigen JournalistInnen auf der Basis von Luminous Flux an der Beta Version einer neuen Nachrichtenplattform namens OnOn.at. Die inhaltlichen Schwerpunkte liegen hier auf gesellschaftspolitischen Themen, darunter Korruption und Skandale in Österreich.	[object Object]
rp13-speaker-1881	rp13	speaker	Krystian  Woznicki	krystian-woznicki	http://13.re-publica.de/sites/13.re-publica.de/files/pictures/picture-1881.jpg	Berliner Gazette	Herausgeber	Krystian Woznicki, Jahrgang 1972, Studium der Islam- und Asienwissenschaften und Hispanistik an der Humboldt Universität Berlin. Erfahrungen als Kurator, Autor, Redakteur, Dozent. 1995-1998 Tokio-Korrespondent bei Spex. 1997 Kurator des „Young Japanese Cinema“ Festivals am Filmmuseum Antwerpen. 2002-2005 Ko-Herausgeber einer Reihe von Readern im Zeitungsformat bei etc-publications. Autor von Büchern zur Globalisierung. Zuletzt erschien von ihm „Abschalten“ (2008) und „Wer hat Angst vor Gemeinschaft? Ein Dialog mit Jean-Luc Nancy“ (2009). Er war bis 2009 zehn Jahre lang Chefredakteur der Berliner Gazette und ist seitdem deren Herausgeber. Ehrenamtlich Vorstandsvorsitzender des Berliner Gazette e.V.	[object Object]
